"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 13:11:09 GMT 2024","Mon Sep 09 13:11:10 GMT 2024","810","authorization.tests","Reset Password","12. Негативные проверки валидации: Проверка ввода 2х одинаковых невалидных паролей","","","en  - 7 символов",""
"passed","Mon Sep 09 13:14:41 GMT 2024","Mon Sep 09 13:14:42 GMT 2024","542","authorization.tests","Verification Code","1. Проверка наличия заголовка Check Your Email / Проверьте свою почту / Проверьте свою почту","","","ru  - Проверка наличия заголовка Check Your Email / Проверьте свою почту / Проверьте свою почту",""
"passed","Mon Sep 09 13:11:46 GMT 2024","Mon Sep 09 13:11:47 GMT 2024","1836","authorization.tests","Reset Password","13. Позитивные проверки валидации - Проверка ввода 2х одинаковых валидных паролей","","","ru  - 9 символов",""
"passed","Mon Sep 09 13:08:51 GMT 2024","Mon Sep 09 13:08:51 GMT 2024","14","authorization.tests","SignIn Password","7. Проверка: Оставить поле пустым","","","pt  - Проверка: Оставить поле пустым",""
"passed","Mon Sep 09 13:04:10 GMT 2024","Mon Sep 09 13:04:12 GMT 2024","2592","authorization.tests","SignIn Email","3. Позитивные проверки для набора значений","","","Проверка ввода незарегистрированного в базе email в поле ввода - Спецсимволы в локальном имени",""
"passed","Mon Sep 09 13:06:17 GMT 2024","Mon Sep 09 13:06:18 GMT 2024","1686","authorization.tests","SignIn Email","6. Негативные проверки для набора значений","","","pt - Негативные проверки для набора значений - Несколько @@",""
"passed","Mon Sep 09 13:13:58 GMT 2024","Mon Sep 09 13:13:58 GMT 2024","245","authorization.tests","SignUp Password","11. Негативные проверки валидации: Проверка ввода 2х одинаковых невалидных паролей","","","ru  - 7 символов",""
"passed","Mon Sep 09 13:10:05 GMT 2024","Mon Sep 09 13:10:05 GMT 2024","586","authorization.tests","Reset Password","7. В первом поле Create Password / Создать пароль / Criar senha присутствует плейсхолдер","","","en  - В первом поле Create Password / Создать пароль / Criar senha присутствует плейсхолдер",""
"passed","Mon Sep 09 13:08:40 GMT 2024","Mon Sep 09 13:08:40 GMT 2024","116","authorization.tests","SignIn Password","6. Проверка ввода пароля, отличного от указанного при успешной регистрации в поле ввода","","","pt  - Проверка ввода пароля, отличного от указанного при успешной регистрации в поле ввода",""
"passed","Mon Sep 09 13:14:49 GMT 2024","Mon Sep 09 13:14:51 GMT 2024","2055","authorization.tests","Verification Code","2. Проверка наличия email, введённого ранее на странице входа","","","en  - Проверка наличия email, введённого ранее на странице входа",""
"passed","Mon Sep 09 13:07:38 GMT 2024","Mon Sep 09 13:07:38 GMT 2024","0","authorization.tests","SignIn Password","1. Проверка наличия заголовка Welcome / Добро пожаловать / Bem-vindo","","","en  - Проверка ввода пароля для зарегистрированного в базе пользователя в поле ввода",""
"passed","Mon Sep 09 13:06:13 GMT 2024","Mon Sep 09 13:06:14 GMT 2024","1143","authorization.tests","SignIn Email","6. Негативные проверки для набора значений","","","pt - Негативные проверки для набора значений - Отсутствие знака @",""
"passed","Mon Sep 09 13:18:42 GMT 2024","Mon Sep 09 13:19:43 GMT 2024","60569","authorization.tests","Verification Code","6. По истечении 60 секунд появляется текст Didn't receive an email? / Не получили письмо? / Não recebeu o email?                        и ссылки с текстом Click to Resend / Нажмите, чтобы отправить повторно / Clique para reenviar под полями для ввода кода подтверждения","","","en - По истечении 60 секунд появляется текст Didn't receive an email? / Не получили письмо? / Não recebeu o email?                        и ссылки с текстом Click to Resend / Нажмите, чтобы отправить повторно / Clique para reenviar под полями для ввода кода подтверждения",""
"passed","Mon Sep 09 13:13:41 GMT 2024","Mon Sep 09 13:13:41 GMT 2024","241","authorization.tests","SignUp Password","10. Проверка ввода 2х одинаковых валидных паролей, но в разном регистре","","","ru  - Проверка ввода 2х одинаковых валидных паролей, но в разном регистре",""
"passed","Mon Sep 09 13:13:23 GMT 2024","Mon Sep 09 13:13:23 GMT 2024","231","authorization.tests","SignUp Password","9. Проверка ввода 2х разных валидных паролей","","","en  - Проверка ввода 2х разных валидных паролей",""
"passed","Mon Sep 09 13:13:20 GMT 2024","Mon Sep 09 13:13:20 GMT 2024","158","authorization.tests","SignUp Password","8. Проверка на обязательность заполнения: оставить второе поле пустым","","","pt  - Проверка на обязательность заполнения: оставить второе поле пустым",""
"passed","Mon Sep 09 13:06:40 GMT 2024","Mon Sep 09 13:06:41 GMT 2024","1669","authorization.tests","SignIn Email","6. Негативные проверки для набора значений","","","pt - Негативные проверки для набора значений - Дефис в начале доменного имени",""
"passed","Mon Sep 09 13:08:36 GMT 2024","Mon Sep 09 13:08:36 GMT 2024","118","authorization.tests","SignIn Password","6. Проверка ввода пароля, отличного от указанного при успешной регистрации в поле ввода","","","ru  - Проверка ввода пароля, отличного от указанного при успешной регистрации в поле ввода",""
"passed","Mon Sep 09 13:13:06 GMT 2024","Mon Sep 09 13:13:06 GMT 2024","172","authorization.tests","SignUp Password","7. Проверка на обязательность заполнения: оставить первое поле пустым","","","ru  - Проверка на обязательность заполнения: оставить первое поле пустым",""
"passed","Mon Sep 09 13:03:53 GMT 2024","Mon Sep 09 13:03:55 GMT 2024","1593","authorization.tests","SignIn Email","2. Проверка ввода незарегистрированного в базе email в поле ввода","","","pt  - Проверка ввода незарегистрированного в базе email в поле ввода",""
"passed","Mon Sep 09 13:12:15 GMT 2024","Mon Sep 09 13:12:16 GMT 2024","830","authorization.tests","SignUp Password","2. Проверка наличия email, введённого ранее на странице входа","","","ru  - Проверка наличия email, введённого ранее на странице входа",""
"passed","Mon Sep 09 13:13:34 GMT 2024","Mon Sep 09 13:13:34 GMT 2024","234","authorization.tests","SignUp Password","9. Проверка ввода 2х разных валидных паролей","","","pt  - Проверка ввода 2х разных валидных паролей",""
"passed","Mon Sep 09 13:03:34 GMT 2024","Mon Sep 09 13:03:35 GMT 2024","1612","authorization.tests","SignIn Email","1. Проверка ввода зарегистрированного в базе email в поле ввода","","","en  - Проверка ввода зарегистрированного в базе email в поле ввода",""
"passed","Mon Sep 09 13:09:30 GMT 2024","Mon Sep 09 13:09:30 GMT 2024","575","authorization.tests","Reset Password","4. Проверка наличия ссылки Change email/Alterar email/Изменить электронную почту","","","en  - Проверка наличия ссылки Change email/Alterar email/Изменить электронную почту",""
"passed","Mon Sep 09 13:03:46 GMT 2024","Mon Sep 09 13:03:47 GMT 2024","1589","authorization.tests","SignIn Email","2. Проверка ввода незарегистрированного в базе email в поле ввода","","","en  - Проверка ввода незарегистрированного в базе email в поле ввода",""
"passed","Mon Sep 09 13:08:08 GMT 2024","Mon Sep 09 13:08:08 GMT 2024","68","authorization.tests","SignIn Password","4. Проверка перехода по ссылке Change email/Alterar email/Изменить электронную почту","","","en  - Проверка перехода по ссылке Change email/Alterar email/Изменить электронную почту",""
"passed","Mon Sep 09 13:04:53 GMT 2024","Mon Sep 09 13:04:54 GMT 2024","650","authorization.tests","SignIn Email","5. Негативные проверки: Пустое поле","","","ru  - Негативные проверки: Пустое поле",""
"passed","Mon Sep 09 13:04:39 GMT 2024","Mon Sep 09 13:04:42 GMT 2024","2569","authorization.tests","SignIn Email","4. Позитивные проверки для диапазона","","","Проверка ввода незарегистрированного в базе email в поле ввода - Длина доменного имени 2 символа",""
"passed","Mon Sep 09 13:26:31 GMT 2024","Mon Sep 09 13:26:32 GMT 2024","1236","authorization.tests","Verification Code","11. Проверка ввода некорректного кода","","","ru - Проверка ввода некорректного кода в поля ввода кода верификации - Неправильный код подтверждения",""
"passed","Mon Sep 09 13:07:32 GMT 2024","Mon Sep 09 13:07:33 GMT 2024","1154","authorization.tests","SignIn Email","7. Негативные проверки для диапазона","","","pt - Негативные проверки для диапазона - Длина доменного имени 65 символов",""
"passed","Mon Sep 09 13:03:07 GMT 2024","Mon Sep 09 13:03:11 GMT 2024","4139","authorization.tests","Header","3. Проверка перехода по пункту меню “Advantages/Преимущества/Vantagens“ на раздел Advantages/Преимущества/Vantagens на главной странице лендинга","","","RU  - Проверка перехода по пункту меню “Advantages/Преимущества/Vantagens“ на раздел Advantages/Преимущества/Vantagens на главной странице лендинга",""
"passed","Mon Sep 09 13:10:28 GMT 2024","Mon Sep 09 13:10:29 GMT 2024","721","authorization.tests","Reset Password","9. Проверка на обязательность заполнения: оставить второе поле пустым","","","en  - Проверка на обязательность заполнения: оставить второе поле пустым",""
"passed","Mon Sep 09 13:15:08 GMT 2024","Mon Sep 09 13:15:09 GMT 2024","536","authorization.tests","Verification Code","3. Проверка наличия ссылки Change email/Alterar email/Изменить электронную почту","","","ru  - Проверка наличия ссылки Change email/Alterar email/Изменить электронную почту",""
"passed","Mon Sep 09 13:11:26 GMT 2024","Mon Sep 09 13:11:27 GMT 2024","812","authorization.tests","Reset Password","12. Негативные проверки валидации: Проверка ввода 2х одинаковых невалидных паролей","","","pt  - 7 символов",""
"passed","Mon Sep 09 13:06:28 GMT 2024","Mon Sep 09 13:06:30 GMT 2024","1671","authorization.tests","SignIn Email","6. Негативные проверки для набора значений","","","pt - Негативные проверки для набора значений - Точка в начале локального имени",""
"passed","Mon Sep 09 13:20:51 GMT 2024","Mon Sep 09 13:21:51 GMT 2024","60588","authorization.tests","Verification Code","6. По истечении 60 секунд появляется текст Didn't receive an email? / Не получили письмо? / Não recebeu o email?                        и ссылки с текстом Click to Resend / Нажмите, чтобы отправить повторно / Clique para reenviar под полями для ввода кода подтверждения","","","pt - По истечении 60 секунд появляется текст Didn't receive an email? / Не получили письмо? / Não recebeu o email?                        и ссылки с текстом Click to Resend / Нажмите, чтобы отправить повторно / Clique para reenviar под полями для ввода кода подтверждения",""
"passed","Mon Sep 09 13:06:01 GMT 2024","Mon Sep 09 13:06:03 GMT 2024","1634","authorization.tests","SignIn Email","6. Негативные проверки для набора значений","","","ru - Негативные проверки для набора значений - Отсутствие доменного имени",""
"passed","Mon Sep 09 13:12:12 GMT 2024","Mon Sep 09 13:12:13 GMT 2024","827","authorization.tests","SignUp Password","2. Проверка наличия email, введённого ранее на странице входа","","","en  - Проверка наличия email, введённого ранее на странице входа",""
"passed","Mon Sep 09 13:12:33 GMT 2024","Mon Sep 09 13:12:33 GMT 2024","70","authorization.tests","SignUp Password","4. Проверка перехода по ссылке Change email/Alterar email/Изменить электронную почту","","","en  - Проверка перехода по ссылке Change email/Alterar email/Изменить электронную почту",""
"passed","Mon Sep 09 13:08:01 GMT 2024","Mon Sep 09 13:08:01 GMT 2024","12","authorization.tests","SignIn Password","3. Проверка наличия ссылки Change email/Alterar email/Изменить электронную почту","","","ru  - Проверка наличия ссылки Change email/Alterar email/Изменить электронную почту",""
"passed","Mon Sep 09 13:07:24 GMT 2024","Mon Sep 09 13:07:25 GMT 2024","1677","authorization.tests","SignIn Email","7. Негативные проверки для диапазона","","","pt - Негативные проверки для диапазона - Длинна локального имени 66 символов",""
"passed","Mon Sep 09 13:19:47 GMT 2024","Mon Sep 09 13:20:47 GMT 2024","60101","authorization.tests","Verification Code","6. По истечении 60 секунд появляется текст Didn't receive an email? / Не получили письмо? / Não recebeu o email?                        и ссылки с текстом Click to Resend / Нажмите, чтобы отправить повторно / Clique para reenviar под полями для ввода кода подтверждения","","","ru - По истечении 60 секунд появляется текст Didn't receive an email? / Не получили письмо? / Não recebeu o email?                        и ссылки с текстом Click to Resend / Нажмите, чтобы отправить повторно / Clique para reenviar под полями для ввода кода подтверждения",""
"passed","Mon Sep 09 13:06:47 GMT 2024","Mon Sep 09 13:06:49 GMT 2024","1671","authorization.tests","SignIn Email","7. Негативные проверки для диапазона","","","en - Негативные проверки для диапазона - Длинна локального имени 65 символов",""
"passed","Mon Sep 09 13:09:49 GMT 2024","Mon Sep 09 13:09:50 GMT 2024","628","authorization.tests","Reset Password","5. Проверка перехода по ссылке Change email/Alterar email/Изменить электронную почту","","","pt  - Проверка перехода по ссылке Change email/Alterar email/Изменить электронную почту",""
"passed","Mon Sep 09 13:14:58 GMT 2024","Mon Sep 09 13:15:00 GMT 2024","2075","authorization.tests","Verification Code","2. Проверка наличия email, введённого ранее на странице входа","","","pt  - Проверка наличия email, введённого ранее на странице входа",""
"passed","Mon Sep 09 13:05:37 GMT 2024","Mon Sep 09 13:05:38 GMT 2024","1654","authorization.tests","SignIn Email","6. Негативные проверки для набора значений","","","ru - Негативные проверки для набора значений - Отсутствие знака @",""
"passed","Mon Sep 09 13:10:32 GMT 2024","Mon Sep 09 13:10:33 GMT 2024","723","authorization.tests","Reset Password","9. Проверка на обязательность заполнения: оставить второе поле пустым","","","ru  - Проверка на обязательность заполнения: оставить второе поле пустым",""
"passed","Mon Sep 09 13:04:18 GMT 2024","Mon Sep 09 13:04:21 GMT 2024","2615","authorization.tests","SignIn Email","3. Позитивные проверки для набора значений","","","Проверка ввода незарегистрированного в базе email в поле ввода - Дефис в середине доменного имени",""
"passed","Mon Sep 09 13:15:04 GMT 2024","Mon Sep 09 13:15:04 GMT 2024","535","authorization.tests","Verification Code","3. Проверка наличия ссылки Change email/Alterar email/Изменить электронную почту","","","en  - Проверка наличия ссылки Change email/Alterar email/Изменить электронную почту",""
"passed","Mon Sep 09 13:08:47 GMT 2024","Mon Sep 09 13:08:47 GMT 2024","16","authorization.tests","SignIn Password","7. Проверка: Оставить поле пустым","","","ru  - Проверка: Оставить поле пустым",""
"passed","Mon Sep 09 13:09:37 GMT 2024","Mon Sep 09 13:09:38 GMT 2024","573","authorization.tests","Reset Password","4. Проверка наличия ссылки Change email/Alterar email/Изменить электронную почту","","","pt  - Проверка наличия ссылки Change email/Alterar email/Изменить электронную почту",""
"passed","Mon Sep 09 13:12:53 GMT 2024","Mon Sep 09 13:12:53 GMT 2024","23","authorization.tests","SignUp Password","6. В первом поле Create Password / Создать пароль / Criar senha присутствует плейсхолдер","","","en  - В первом поле Create Password / Создать пароль / Criar senha присутствует плейсхолдер",""
"passed","Mon Sep 09 13:03:17 GMT 2024","Mon Sep 09 13:03:22 GMT 2024","4379","authorization.tests","Header","4. Проверка перехода по пункту меню ""FAQ"" на раздел ""FAQ/FAQ/Perguntas frequentes"" главной страницы лендинга","","","EN  - Проверка перехода по пункту меню ""FAQ"" на раздел ""FAQ/FAQ/Perguntas frequentes"" главной страницы лендинга",""
"passed","Mon Sep 09 13:06:24 GMT 2024","Mon Sep 09 13:06:26 GMT 2024","1643","authorization.tests","SignIn Email","6. Негативные проверки для набора значений","","","pt - Негативные проверки для набора значений - Отсутствие локального имени",""
"passed","Mon Sep 09 13:04:57 GMT 2024","Mon Sep 09 13:04:58 GMT 2024","1166","authorization.tests","SignIn Email","5. Негативные проверки: Пустое поле","","","pt  - Негативные проверки: Пустое поле",""
"passed","Mon Sep 09 13:12:46 GMT 2024","Mon Sep 09 13:12:47 GMT 2024","12","authorization.tests","SignUp Password","5. Кнопка Продолжить неактивна при незаполненных полях","","","ru  - Кнопка Продолжить неактивна при незаполненных полях",""
"passed","Mon Sep 09 13:26:47 GMT 2024","Mon Sep 09 13:26:48 GMT 2024","1240","authorization.tests","Verification Code","11. Проверка ввода некорректного кода","","","pt - Проверка ввода некорректного кода в поля ввода кода верификации - Неправильный код подтверждения",""
"passed","Mon Sep 09 13:11:56 GMT 2024","Mon Sep 09 13:11:58 GMT 2024","1822","authorization.tests","Reset Password","13. Позитивные проверки валидации - Проверка ввода 2х одинаковых валидных паролей","","","pt  - 9 символов",""
"passed","Mon Sep 09 13:08:18 GMT 2024","Mon Sep 09 13:08:20 GMT 2024","1652","authorization.tests","SignIn Password","5. Проверка ввода пароля для зарегистрированного в базе пользователя в поле ввода","","","en  - Проверка ввода пароля для зарегистрированного в базе пользователя в поле ввода",""
"passed","Mon Sep 09 13:07:03 GMT 2024","Mon Sep 09 13:07:05 GMT 2024","1687","authorization.tests","SignIn Email","7. Негативные проверки для диапазона","","","ru - Негативные проверки для диапазона - Длинна локального имени 65 символов",""
"passed","Mon Sep 09 13:13:03 GMT 2024","Mon Sep 09 13:13:03 GMT 2024","168","authorization.tests","SignUp Password","7. Проверка на обязательность заполнения: оставить первое поле пустым","","","en  - Проверка на обязательность заполнения: оставить первое поле пустым",""
"passed","Mon Sep 09 13:21:55 GMT 2024","Mon Sep 09 13:22:56 GMT 2024","61137","authorization.tests","Verification Code","7. При клике по ссылке Click to Resend / Нажмите, чтобы отправить повторно / Clique para reenviar появляется текст Resend Code /                       Повторная отправка кода / Reenviar código em и время отсчёта 60 секунд","","","en - При клике по ссылке Click to Resend / Нажмите, чтобы отправить повторно / Clique para reenviar появляется                 текст Resend Code / Повторная отправка кода / Reenviar código em и время отсчёта 60 секунд",""
"passed","Mon Sep 09 13:14:18 GMT 2024","Mon Sep 09 13:14:19 GMT 2024","1255","authorization.tests","SignUp Password","12. Позитивные проверки валидации - Проверка ввода 2х одинаковых валидных паролей","","","ru  - 8 символов",""
"passed","Mon Sep 09 13:26:41 GMT 2024","Mon Sep 09 13:26:42 GMT 2024","1243","authorization.tests","Verification Code","11. Проверка ввода некорректного кода","","","ru - Проверка ввода некорректного кода в поля ввода кода верификации - Ввод спецсиволов",""
"passed","Mon Sep 09 13:14:27 GMT 2024","Mon Sep 09 13:14:28 GMT 2024","1257","authorization.tests","SignUp Password","12. Позитивные проверки валидации - Проверка ввода 2х одинаковых валидных паролей","","","pt  - 8 символов",""
"passed","Mon Sep 09 13:04:07 GMT 2024","Mon Sep 09 13:04:09 GMT 2024","2596","authorization.tests","SignIn Email","3. Позитивные проверки для набора значений","","","Проверка ввода незарегистрированного в базе email в поле ввода - Цифры до букв в локальном имени",""
